ssn;nif;nome;telefone;morada;data_nasc
11790847724;739734028;Vera Monteiro;996377865;Rua das Margaridas, 44, 4953-891 Viana do Castelo;'1979-05-29'
20812873317;615314593;Carolina Lopes;900340383;Rua das Oliveiras, 21, 2464-632 Leiria;'2023-05-02'
99027447369;253915429;Tânia Fonseca;995314465;Travessa do Ouro, 99, 1956-433 Lisboa;'1970-05-31'
44121553495;258808515;Joaquim Braga;936859799;Praça das Estrelas, 17, 8161-363 Faro;'1951-06-06'
30082503331;644028559;Jacinto Pinto;918259785;Avenida dos Oceanos, 17, 9244-635 Funchal;'1953-08-09'
37554556499;396755130;Jacinto Nunes;950316667;Travessa dos Lírios, 31, 1435-403 Lisboa;'2000-10-13'
31923274542;809574507;Carla Sousa;904893245;Praça das Estrelas, 75, 2969-906 Setúbal;'1995-02-08'
94884111285;548497956;Alberto Martins;935028849;Travessa do Ouro, 75, 9275-740 Funchal;'2005-03-25'
00879895491;668090212;Maria Neves;966240029;Praça das Estrelas, 24, 7262-653 Évora;'1991-05-22'
10907906315;711434759;Ana Luísa Mota;948333542;Travessa das Marés, 22, 2780-599 Oeiras;'1979-06-22'
61949518470;231159147;Ana Moreira;974271802;Praça do Amor, 20, 8281-585 Faro;'1984-07-02'
92444256561;808982781;Vânia Piedade;970921785;Avenida da Lua, 29, 4436-584 Vila Nova de Gaia;'1983-12-05'
20147225801;950257869;Carla Monteiro;987380204;Praça das Ilusões, 91, 2988-880 Setúbal;'1986-08-07'
82413668636;046343268;Rosa Madeira;914249675;Rua das Palmeiras, 61, 4930-784 Braga;'2020-06-30'
07813649940;930513031;Paulo Vieira;934941916;Travessa da Felicidade, 20, 4886-784 Guimarães;'1992-06-13'
00913293528;755931449;Pedro Silveira;985734960;Praça dos Desejos, 27, 3174-184 Coimbra;'1959-05-16'
32313805826;331613265;Hugo Brito;991883301;Avenida das Acácias, 91, 5587-586 Bragança;'1980-05-11'
23065782771;081437537;Paulo Caldeira;941458504;Avenida Central, 42, 3132-514 Coimbra;'1958-11-16'
21031401652;175251700;Kevin Alves;926536244;Avenida das Rosas, 17, 4217-865 Porto;'1961-10-23'
12137891484;566889829;Vera Cruz;930830545;Praça da Harmonia, 71, 2712-191 Sintra;'1999-10-09'
46853898067;656485324;Andreia Gonçalves;917387506;Avenida da Lua, 20, 2780-863 Oeiras;'1961-04-08'
07377880036;487136161;Patrícia Teles;902346232;Travessa das Oliveiras, 63, 5608-944 Bragança;'1986-07-01'
46554269449;106017732;Hugo Moreira;918327936;Rua das Margaridas, 35, 2712-876 Sintra;'2007-08-26'
18357193568;073152884;Simone Cruz;924370315;Travessa do Ouro, 38, 2463-944 Leiria;'1998-08-09'
99659555451;690344347;Daniela Tavares;903845961;Travessa das Papoilas, 11, 4998-144 Viana do Castelo;'2010-07-26'
96663896724;475650377;Ana Luísa Pereirinha;946338145;Travessa da Esperança, 69, 9062-686 Funchal;'1988-04-23'
42111146976;186226335;Eduardo Teles;934039610;Avenida dos Pássaros, 56, 4948-996 Viana do Castelo;'1982-05-06'
50391704269;949315507;Fernanda Vieira;950348088;Praça do Amor, 40, 2911-524 Setúbal;'1993-01-10'
97214218809;001888298;Mónica Braga;955766163;Travessa da Felicidade, 25, 4477-434 Vila Nova de Gaia;'1982-11-15'
04409029726;560742859;Eva Bento;967750681;Praça do Amor, 48, 4725-164 Vila Nova de Gaia;'1952-01-04'
56987904373;776408463;Rosa Monteiro;950278128;Rua das Tulipas, 13, 4812-252 Braga;'2004-11-01'
58764316792;505980100;Miguel Fernandes;910132316;Praça da Liberdade, 49, 1864-429 Lisboa;'1977-03-23'
38350637668;152902408;Júlio Ramos;974484198;Rua dos Pinheiros, 96, 4875-255 Guimarães;'2006-09-07'
87063918605;888271955;Francisco Monteiro;906452978;Rua dos Cravos, 74, 9299-092 Funchal;'1994-04-05'
84291564518;815446368;Sofia Simões;967174338;Travessa do Bosque, 44, 4994-618 Viana do Castelo;'1963-06-09'
91899396753;657779594;Andreia Silva;916945364;Travessa das Marés, 17, 2650-007 Amadora;'1995-02-11'
08207534575;757333117;Joaquim Santos;957320823;Avenida dos Descobrimentos, 70, 4875-014 Guimarães;'2005-07-11'
97475144296;457245410;Andreia Henriques;991911424;Praça do Comércio, 46, 2711-578 Sintra;'1958-11-26'
83763888037;667353048;Vânia Cunha;975937389;Travessa das Marés, 79, 4732-055 Braga;'1998-12-09'
20751629275;975120716;Francisco Martins;982979871;Praça do Amor, 61, 2934-606 Setúbal;'1996-10-31'
45168591387;978412692;Jorge Moura;921128987;Rua dos Cravos, 91, 9008-899 Funchal;'2016-05-15'
80962888958;571272432;Helena Bento;932453114;Avenida das Rosas, 93, 4748-458 Vila Nova de Gaia;'2023-11-16'
69409240056;074994366;Andreia Machado;992345952;Rua das Orquídeas, 27, 2950-604 Setúbal;'1999-09-20'
27222473901;436133516;Vanessa Brito;940689571;Avenida das Colinas, 66, 2494-069 Leiria;'1964-04-23'
42830273361;313123226;Tânia Pires;967031812;Rua das Oliveiras, 27, 8042-423 Faro;'1952-12-05'
09172297305;697776141;Kevin Baptista;927676715;Rua das Orquídeas, 39, 4766-225 Vila Nova de Gaia;'1985-01-08'
46252303541;711279867;Andreia Costa;980415325;Rua dos Girassóis, 51, 2780-520 Oeiras;'1966-01-29'
47602416223;409188853;Júlio Lopes;956452669;Praça do Marquês, 12, 2647-908 Cascais;'2010-01-16'
97755960250;001204579;Rita Caldeira;939925589;Avenida das Águias, 88, 3273-144 Coimbra;'1996-01-21'
18033729194;356484315;Patrícia Freitas;917797736;Rua dos Jasmins, 24, 4701-292 Braga;'2014-03-15'
21631352778;358045928;Carla Pinheiro;966258026;Praça dos Sonhos, 23, 4828-118 Guimarães;'2005-08-26'
46482461044;547355515;Nuno Fernandes;929823255;Rua das Violetas, 38, 5484-399 Bragança;'2010-07-02'
47714405781;796333323;Catarina Paulino;925396721;Rua dos Cedros, 73, 5492-329 Bragança;'1965-07-30'
98575383643;465829170;Fernando Martins;957303314;Rua dos Pinheiros, 96, 3156-406 Coimbra;'1978-05-05'
97534499408;441305111;Leonardo Martins;993551384;Praça do Marquês, 7, 5032-410 Braga;'2005-12-12'
45571570682;220539817;Cristina Moreira;911825148;Travessa da Esperança, 20, 2839-832 Almada;'1997-07-10'
00469073676;505974038;Inês Cabral;961351236;Rua dos Cedros, 45, 4940-638 Viana do Castelo;'2001-04-11'
31628413118;693354425;Margarida Cruz;927249266;Praça do Comércio, 3, 1766-205 Lisboa;'1996-05-24'
94560606091;234236360;Filipa Pereirinha;946422327;Avenida dos Aliados, 56, 3143-416 Coimbra;'1954-05-17'
85239994585;266476931;Joaquim Neves;956576714;Praça da Serenidade, 58, 5412-168 Bragança;'2018-02-17'
73109701116;316075615;Kevin Caldeira;930144575;Praça do Sonho, 96, 4739-560 Braga;'1950-11-08'
18725020614;929588983;Joaquim Pacheco;924675047;Avenida dos Aliados, 33, 2650-585 Amadora;'1982-05-10'
62549713169;073624491;Paulo Martins;975201572;Rua das Tulipas, 84, 5357-905 Bragança;'1952-08-19'
36425759318;867934065;David Pinheiro;992788543;Rua dos Pinheiros, 20, 2415-047 Leiria;'2013-02-28'
64132392934;692853995;Artur Monteiro;938213071;Avenida das Colinas, 99, 3251-778 Coimbra;'1966-04-08'
82514116083;171826508;Isabel Rodrigues;918651959;Travessa das Papoilas, 29, 9184-850 Funchal;'2013-08-09'
66378019197;877329153;Eduarda Ramos;986982456;Rua das Orquídeas, 68, 1820-629 Lisboa;'2005-09-19'
09701500244;132117464;Liliana Maia;903470030;Travessa das Marés, 68, 2401-807 Leiria;'2019-02-03'
65309879773;600323818;Isabel Henriques;930271939;Rua dos Jasmins, 13, 2650-701 Amadora;'1983-07-18'
42405430984;339774605;Cristina Matos;937998774;Rua dos Cravos, 4, 5021-236 Braga;'1997-08-19'
61923155232;523827124;Maria Barbosa;979984562;Avenida da República, 54, 4726-846 Braga;'1990-05-13'
62938934445;862718739;Bruno Teixeira;935291972;Travessa do Horizonte, 63, 8142-978 Faro;'2002-07-09'
83137548311;877812148;Ricardo Leal;917894132;Rua das Magnólias, 18, 2482-032 Leiria;'2019-12-24'
09827445280;180479976;Francisco Paiva;932405403;Avenida das Colinas, 67, 2984-655 Setúbal;'2021-05-09'
28329376838;518182804;Marisa Batista;964858901;Praça da Sé, 93, 2956-642 Setúbal;'2000-03-31'
71360420512;177684726;Margarida Madeira;952787406;Travessa da Esperança, 35, 8221-901 Faro;'2021-09-03'
33884661718;333713714;Josué Carvalho;960013508;Praça do Comércio, 18, 2413-608 Leiria;'2008-10-11'
29561575110;778450933;Amélia Santiago;988952073;Travessa da Felicidade, 93, 4337-910 Porto;'1968-12-04'
63373367503;210931869;Gonçalo Neves;925867299;Praça do Amor, 52, 8156-150 Faro;'1957-11-17'
96869888081;991739123;Leonor Santana;983510309;Avenida das Acácias, 67, 2896-654 Almada;'2004-08-19'
10535218300;235101169;Francisco Araújo;926369569;Praça do Marquês, 56, 3205-662 Coimbra;'1957-06-15'
50004907882;211599424;Tânia Piedade;980042457;Travessa da Esperança, 58, 4742-552 Braga;'1996-09-28'
58180687688;584550008;Leonor Pereirinha;902774426;Avenida dos Aliados, 78, 4825-876 Guimarães;'1989-11-26'
59754625411;335055405;Bianca Paulino;985238077;Praça de Espanha, 15, 1269-594 Lisboa;'2013-07-04'
10093799674;296271494;Artur Fernandes;919315472;Travessa das Rosas, 7, 2975-930 Setúbal;'2023-01-01'
80882093653;121711141;Simone Leal;988805953;Rua das Magnólias, 58, 4992-231 Viana do Castelo;'1981-12-12'
20997073746;742638438;João Machado;988199261;Travessa dos Rios, 38, 2938-121 Setúbal;'2002-02-19'
46435789797;656805072;Rosa Henriques;974618231;Avenida da Lua, 62, 4409-806 Vila Nova de Gaia;'1966-02-24'
85754082322;205356556;Jacinto Matos;917936067;Avenida das Rosas, 6, 2933-669 Setúbal;'1971-07-17'
39636723724;438587682;Raul Santos;917430776;Travessa do Horizonte, 90, 8014-980 Faro;'1980-12-16'
34917411827;825423910;Helena Tavares;946660426;Rua dos Cravos, 35, 7080-538 Évora;'1999-06-12'
63457489148;979472158;Lara Borges;956665533;Rua das Orquídeas, 59, 2933-477 Setúbal;'2005-09-07'
83109020711;803913543;Josué Quaresma;983180686;Praça da Liberdade, 25, 1805-669 Lisboa;'1979-11-28'
40302151781;409879797;Catarina Freitas;908572085;Rua das Magnólias, 73, 2646-361 Cascais;'1952-07-21'
15251508757;798223092;António Quaresma;986612548;Avenida das Rosas, 78, 2650-832 Amadora;'1977-01-11'
87384169326;125912615;Íris Matos;950678400;Rua dos Cravos, 35, 4798-101 Vila Nova de Gaia;'2015-12-25'
94725593688;863697685;João Pereirinha;999774139;Praça do Marquês, 8, 2645-622 Cascais;'1967-05-16'
09131890373;143499489;Jacinto Nunes;984761183;Avenida das Águias, 54, 2445-044 Leiria;'1957-10-21'
58718383418;621860129;Bruno Oliveira;953212692;Avenida dos Descobrimentos, 89, 4449-079 Vila Nova de Gaia;'2015-04-23'
61659408960;121055756;Jéssica Caldeira;924819296;Rua das Oliveiras, 62, 9201-174 Funchal;'2016-10-29'
98167815893;807134875;Joaquim Teles;910828970;Rua das Orquídeas, 24, 3052-922 Coimbra;'2006-12-23'
47588439917;741091941;Mónica Ramos;965066877;Rua das Violetas, 42, 8299-824 Faro;'2006-03-12'
33936673101;580393946;Filipa Valente;973577092;Travessa das Papoilas, 19, 4739-156 Braga;'1983-09-01'
27236560246;004555948;Luís Pinto;989314252;Rua dos Girassóis, 93, 4950-591 Viana do Castelo;'2011-05-04'
89168596689;766052392;Liliana Simões;932352723;Avenida dos Oceanos, 58, 2650-559 Amadora;'1974-07-14'
79475662556;017023776;Bianca Gaspar;942453408;Rua das Palmeiras, 10, 5064-414 Braga;'2008-05-14'
48109598498;786608213;Helena Sousa;985855981;Travessa do Ouro, 54, 2647-042 Cascais;'1983-02-02'
85265249513;141248769;Filipa Santos;900505772;Travessa das Marés, 64, 9294-036 Funchal;'2013-03-11'
86933326751;638795923;Ana Luísa Oliveira;900616849;Travessa dos Rios, 16, 5432-850 Bragança;'1990-02-27'
32149505403;704322180;Artur Brito;941651752;Rua dos Cravos, 48, 4699-121 Vila Nova de Gaia;'1978-08-18'
53369724757;720830644;Rosa Quaresma;980866414;Travessa do Horizonte, 26, 2467-697 Leiria;'1987-09-14'
73304947790;129750412;Eduarda Baptista;987429554;Praça do Comércio, 46, 2905-767 Setúbal;'1984-12-16'
56119913126;172732986;Miguel Alves;925661897;Rua dos Jasmins, 31, 1269-864 Lisboa;'2010-07-19'
96051564725;231095037;Íris Fonseca;933171714;Praça dos Sonhos, 99, 9044-726 Funchal;'1966-05-01'
24149572037;076560290;Manuel Machado;948126414;Rua dos Narcisos, 22, 9303-307 Funchal;'2013-08-22'
25502760758;008010749;Andreia Reis;932448883;Avenida da Praia, 79, 2647-063 Cascais;'1971-08-01'
09323525084;449100168;Maria Ferreira;934236381;Rua das Tulipas, 16, 2710-596 Sintra;'2016-05-24'
51506580387;046218039;Maria Gonçalves;935792408;Rua dos Narcisos, 6, 3165-459 Coimbra;'1977-06-15'
27459750076;308287339;Alberto Neves;939127742;Avenida da Montanha, 66, 2650-456 Amadora;'2017-07-22'
16329845556;447332247;Alberto Rodrigues;961385953;Praça do Sonho, 77, 3129-128 Coimbra;'2013-03-12'
84360788964;568359655;Rosa Alves;998307568;Avenida dos Ventos, 8, 4851-290 Guimarães;'1963-08-20'
55667344141;272764675;Bianca Pinto;937097671;Praça da Alegria, 14, 3394-620 Coimbra;'1966-03-19'
12801857370;855047985;Fernanda Ramos;916720969;Avenida das Colinas, 38, 4432-735 Vila Nova de Gaia;'1961-11-30'
43788853178;903387045;Ana Luísa Machado;931013154;Rua das Violetas, 70, 4872-672 Guimarães;'1991-07-17'
80642057709;053027945;Bruno Marques;981124231;Avenida da República, 37, 4519-515 Vila Nova de Gaia;'1978-05-06'
01090389267;647375917;Eduardo Pacheco;980770891;Travessa do Horizonte, 84, 3078-169 Coimbra;'1985-04-09'
05251828001;207913769;Gonçalo Cunha;986340529;Praça das Ilusões, 70, 4960-972 Viana do Castelo;'1969-09-18'
45714304666;560738010;David Vieira;916513186;Travessa da Felicidade, 100, 7171-206 Évora;'1999-11-29'
47142618376;621737357;Gonçalo Oliveira;945992698;Travessa do Sol, 70, 2714-772 Sintra;'1976-07-21'
15411110862;237559502;Jacinto Neves;908497117;Travessa do Ouro, 11, 4864-885 Guimarães;'1984-01-13'
88794757638;054450917;Ana Luísa Teixeira;976901729;Avenida das Águias, 52, 1133-288 Lisboa;'2008-07-09'
89331311275;714425316;António Santos;988550181;Praça da Harmonia, 60, 4796-025 Braga;'2003-07-31'
73196751162;200786920;Andreia Oliveira;915415209;Rua das Orquídeas, 23, 9253-399 Funchal;'1991-10-10'
60097338265;204977629;Filipa Machado;979721222;Praça de Espanha, 1, 2780-302 Oeiras;'1991-01-02'
13174311103;408439868;Leonor Fernandes;959589153;Praça da Paz, 35, 7168-619 Évora;'1963-05-30'
59238445434;259594367;Amélia Braga;995635837;Avenida da Praia, 48, 2645-374 Cascais;'1986-12-26'
63633154737;171346347;Vera Pires;980681273;Avenida dos Pássaros, 58, 7085-301 Évora;'1953-09-04'
72764270716;747386504;Teresa Moreira;995198522;Praça das Ilusões, 14, 4514-336 Vila Nova de Gaia;'1955-05-23'
88285873800;706614513;Liliana Pereirinha;979058607;Praça das Ilusões, 94, 3100-370 Coimbra;'1950-03-22'
31833231179;870722769;Eduardo Pessoa;915812685;Praça das Ilusões, 76, 2780-844 Oeiras;'1960-11-29'
09261563309;418695602;Ana Carvalho;995419223;Rua das Orquídeas, 91, 1457-146 Lisboa;'1990-07-29'
43102744592;590166788;Simone Teixeira;988710238;Avenida das Rosas, 54, 5492-865 Bragança;'1976-10-04'
70113388354;132356028;Paulo Alves;908932717;Praça da Paz, 21, 7326-586 Évora;'2005-12-18'
41067913955;213237021;Andreia Pinto;903014473;Avenida das Águias, 94, 4869-701 Guimarães;'1965-10-17'
14286726483;771880949;Carla Martins;924254931;Avenida da Praia, 42, 1140-081 Lisboa;'2003-09-05'
38905549685;392765363;Simone Santana;911672138;Praça da Alegria, 64, 4930-047 Braga;'1951-09-10'
47643503339;616053726;Hélder Moura;905638807;Avenida das Fontes, 2, 2715-722 Sintra;'1996-10-19'
06989350715;069778856;Hugo Machado;901990926;Avenida dos Aliados, 61, 2845-142 Almada;'2011-03-06'
93444828420;669480819;Joaquim Rocha;998362652;Praça da Serenidade, 24, 7087-098 Évora;'1984-12-11'
03506456936;882688549;João Batista;979425204;Travessa da Felicidade, 59, 1459-268 Lisboa;'2000-03-27'
04507700106;320156114;Cristina Cabral;951898620;Travessa do Sol, 52, 5084-677 Braga;'2018-04-25'
94612322679;380692532;Margarida Martins;973043733;Praça da Serenidade, 58, 2916-138 Setúbal;'1995-12-08'
16650747547;836154284;Lara Freitas;948560302;Praça dos Desejos, 60, 5499-611 Bragança;'1954-07-24'
73271163257;366162055;Tatiana Santiago;941074990;Rua das Tulipas, 34, 5667-593 Bragança;'1963-11-09'
17725419823;351148044;Fernanda Paiva;910618871;Travessa do Ouro, 57, 2780-975 Oeiras;'1955-03-24'
93553038178;689407315;Eduardo Sousa;997378633;Praça da Harmonia, 79, 7224-075 Évora;'1965-05-20'
50925862689;046371036;Andreia Paulino;901991665;Rua das Margaridas, 7, 2835-600 Almada;'2015-05-18'
57508695736;554204194;Andreia Santiago;947492342;Travessa das Sombras, 25, 4962-427 Viana do Castelo;'2008-12-26'
68382819369;524097306;Gonçalo Moura;981629697;Praça do Amor, 62, 4983-181 Braga;'2017-08-04'
67022705665;817348752;Simão Simões;964269204;Travessa das Rosas, 5, 9107-040 Funchal;'1979-01-10'
57368670433;534190207;Marisa Pereirinha;952037195;Avenida das Acácias, 61, 4984-659 Viana do Castelo;'2022-02-04'
54799657010;665305917;Carlos Carvalho;930422167;Rua dos Narcisos, 27, 9189-678 Funchal;'2014-04-05'
19010462833;270775166;Bianca Batista;909157906;Rua dos Cedros, 34, 7082-257 Évora;'1980-10-06'
54644988982;979418439;Artur Carvalho;970814702;Rua das Oliveiras, 43, 2650-232 Amadora;'2009-06-02'
55888517133;446190276;Carolina Santana;912654722;Avenida da Montanha, 51, 2868-289 Almada;'1971-01-31'
70588845960;357370394;Kevin Estevão;994756592;Travessa das Oliveiras, 4, 2928-215 Setúbal;'1988-08-17'
07496206857;204112120;João Lourenço;994330362;Rua dos Cravos, 7, 1302-007 Lisboa;'1961-04-24'
48168314371;261931666;Hugo Duarte;909957853;Rua dos Cravos, 76, 3106-123 Coimbra;'1969-11-25'
27766028352;625631652;Margarida Pessoa;934645304;Avenida da Lua, 43, 2823-329 Almada;'1953-09-05'
03639341324;822110250;Helena Mendes;912157676;Travessa da Esperança, 37, 2650-290 Amadora;'1972-01-15'
18912505667;302482711;Jacinto Lourenço;981429352;Rua das Flores, 51, 7259-010 Évora;'1980-08-04'
93314205530;811157485;Bruno Gomes;917197374;Rua das Amendoeiras, 75, 8209-396 Faro;'1966-08-27'
16115384878;289570479;Vânia Correia;935186329;Avenida dos Ventos, 18, 2422-108 Leiria;'2022-08-01'
52221482418;159939841;Diana Vaz;911247870;Praça do Amor, 2, 2443-456 Leiria;'1964-03-02'
09281979876;528681462;José Rosa;924149909;Avenida das Acácias, 91, 4285-571 Porto;'1975-01-13'
74462693465;611455567;Dinis Piedade;935687014;Avenida da República, 99, 2780-996 Oeiras;'1973-06-21'
50801681297;365811867;Viviane Melo;971445814;Avenida Central, 82, 5637-179 Bragança;'2010-02-28'
63894148423;735153940;Catarina Gaspar;921802310;Avenida das Acácias, 77, 4689-595 Vila Nova de Gaia;'1996-11-01'
98124811434;590063881;Isabel Santana;962630162;Avenida dos Oceanos, 25, 2647-671 Cascais;'2014-12-29'
49428885887;307964483;Pedro Santiago;908222920;Avenida da República, 83, 4247-584 Porto;'1979-02-22'
25441740626;408689952;Nuno Cunha;963349265;Avenida das Águias, 73, 3335-928 Coimbra;'2006-06-24'
83286124825;303299141;Ana Luísa Fonseca;979113275;Rua das Flores, 71, 9380-429 Funchal;'1970-03-19'
39541749932;303441276;Eva Moura;902007236;Avenida dos Descobrimentos, 76, 7309-185 Évora;'2020-02-23'
83999517496;349445172;Nuno Ribeiro;909855025;Praça do Comércio, 15, 2405-079 Leiria;'1959-01-06'
39919886322;883455751;Carolina Mota;946923023;Rua das Orquídeas, 100, 9345-852 Funchal;'2014-01-10'
39556093466;198803553;Carla Araújo;923716408;Praça dos Sonhos, 65, 2886-030 Almada;'1951-11-23'
98730697379;551662899;Josué Sousa;971193163;Travessa do Mar, 62, 2476-097 Leiria;'2012-12-26'
30198781256;868415113;Patrícia Carvalho;992419062;Praça da Harmonia, 17, 5384-743 Bragança;'1957-03-20'
02342542938;853359376;Rui Cordeiro;999891208;Praça da Paz, 30, 9344-413 Funchal;'2005-02-19'
44315091332;406772831;Fernanda Lopes;944132285;Travessa da Esperança, 38, 3100-406 Coimbra;'1963-01-28'
42355112031;373428455;Manuel Monteiro;931077197;Avenida dos Descobrimentos, 26, 8136-051 Faro;'2009-01-31'
10399319476;242901278;José Brito;904920743;Praça do Sonho, 92, 4985-020 Braga;'2007-01-05'
23456271177;230801717;Vânia Rocha;960372402;Avenida da Lua, 50, 2780-958 Oeiras;'1983-02-21'
81877960282;210632503;Júlio Rodrigues;967576325;Rua das Oliveiras, 26, 4570-781 Vila Nova de Gaia;'1987-06-22'
06229188411;814923619;Daniel Ribeiro;990435568;Praça das Estrelas, 59, 3343-545 Coimbra;'1968-04-06'
83227755252;392261261;João Alves;965095082;Avenida das Acácias, 45, 4517-469 Vila Nova de Gaia;'2023-08-28'
63723999982;406799023;Kevin Pessoa;905502252;Travessa das Sombras, 98, 2898-617 Almada;'2015-12-14'
71763325303;619205644;Maria Valente;971713096;Avenida dos Ventos, 86, 4973-806 Viana do Castelo;'2011-05-18'
18047171635;704766222;Kevin Simões;952770027;Avenida da República, 65, 8339-207 Faro;'1994-03-08'
58922244375;441561279;Jéssica Baptista;976761624;Rua dos Girassóis, 49, 9290-337 Funchal;'2016-04-07'
73176059646;869241365;Eduardo Caldeira;999739997;Travessa do Sol, 45, 7018-986 Évora;'1978-03-11'
46412777235;025846016;Jéssica Freitas;963562364;Rua das Palmeiras, 7, 2829-162 Almada;'1980-06-06'
29985010608;972749451;Fernanda Quaresma;927557883;Avenida da República, 72, 2712-639 Sintra;'1988-09-02'
04702665043;028102968;Vasco Cordeiro;904928972;Rua das Flores, 86, 1221-347 Lisboa;'2014-06-20'
17495223990;615373380;Hélio Machado;968190342;Avenida dos Aliados, 84, 5324-292 Bragança;'2008-01-10'
79599151928;319123962;Leonardo Silveira;973433784;Avenida dos Oceanos, 49, 2480-607 Leiria;'2008-04-08'
25203869685;165335458;Catarina Amorim;946460953;Praça das Estrelas, 28, 2468-481 Leiria;'1993-08-08'
71394243670;796330235;Júlio Cordeiro;954695563;Travessa da Esperança, 83, 3249-836 Coimbra;'1988-07-28'
37870183077;561369585;Carlos Quaresma;955049684;Rua das Orquídeas, 1, 2646-832 Cascais;'1954-09-30'
11034063161;934283643;Leonardo Lopes;953006268;Praça da Paz, 1, 1399-758 Lisboa;'2017-06-01'
65336842713;147106936;Rosa Pereira;984343376;Travessa dos Rios, 5, 4624-338 Vila Nova de Gaia;'1990-02-03'
14664113648;546435622;Sofia Pessoa;977084034;Avenida dos Aliados, 43, 4904-040 Viana do Castelo;'2009-11-11'
79424280918;248236640;João Lopes;971850359;Avenida da Lua, 20, 2650-985 Amadora;'1982-11-02'
34834132565;702919737;Maria Costa;918629122;Avenida Central, 94, 1960-787 Lisboa;'2005-12-20'
63493950712;565945778;Daniela Pereirinha;920059428;Rua dos Girassóis, 14, 8110-377 Faro;'1983-01-03'
85615129967;460970411;Rui Mota;942303807;Avenida dos Descobrimentos, 84, 7299-508 Évora;'1960-06-26'
32090481177;088673781;Catarina Pinheiro;972367122;Travessa do Mar, 60, 4860-602 Guimarães;'1998-04-13'
62897105418;817628375;Hugo Duarte;951842353;Travessa das Estrelas, 27, 5454-802 Bragança;'1993-04-10'
87729392179;939397567;Eduarda Quaresma;926327338;Avenida dos Pássaros, 70, 2930-496 Setúbal;'1961-01-25'
10481373472;592154333;Daniela Cardoso;926401889;Avenida das Acácias, 50, 4985-240 Viana do Castelo;'1998-12-29'
31966455499;234575605;Margarida Santiago;902366732;Rua das Amendoeiras, 93, 2714-187 Sintra;'2021-03-14'
15382134045;547528552;Gonçalo Gaspar;995970725;Praça da Serenidade, 51, 3372-515 Coimbra;'2002-01-24'
74272320957;847141757;Sofia Correia;921591232;Avenida das Rosas, 45, 8353-272 Faro;'1986-06-22'
72736936176;163472405;Andreia Pinto;971483321;Avenida das Fontes, 92, 4424-070 Vila Nova de Gaia;'1955-05-26'
97102544095;404198725;Ana Luísa Pereirinha;927730625;Praça do Marquês, 88, 7144-029 Évora;'1994-05-24'
24937912954;285923646;José Marques;949672099;Rua dos Cravos, 20, 2711-499 Sintra;'1951-06-25'
28894091438;365869932;Jorge Baptista;904884780;Avenida Central, 7, 2935-576 Setúbal;'1970-02-21'
77418683984;396247294;Artur Neves;926927683;Praça da Paz, 36, 4388-903 Porto;'1997-02-08'
89446546971;531520275;Bruno Baptista;919954529;Rua das Tulipas, 1, 2780-047 Oeiras;'1977-07-14'
09773571501;273328032;Patrícia Nunes;968545861;Praça da Sé, 47, 4482-159 Vila Nova de Gaia;'2004-04-05'
63759946331;710414964;Tânia Borges;975386190;Praça das Estrelas, 8, 4373-689 Porto;'1963-02-19'
98251182303;390265708;Simone Batista;932065190;Praça da Harmonia, 17, 2649-817 Cascais;'2015-12-02'
51066383539;296886042;Simone Santos;904363037;Travessa das Estrelas, 34, 2976-177 Setúbal;'1951-11-15'
28294921008;525425204;Sónia Figueiredo;997481407;Praça das Ilusões, 70, 5480-845 Bragança;'2019-01-23'
09938168049;555621985;Francisco Ribeiro;986580143;Praça dos Desejos, 48, 2714-398 Sintra;'1966-02-06'
14876750136;192317514;Isabel Vieira;958139116;Avenida das Águias, 93, 2647-833 Cascais;'2008-03-29'
43144822381;717671944;Maria Pires;972536827;Travessa da Felicidade, 81, 7259-750 Évora;'1964-10-29'
20109246751;063960646;Jéssica Quaresma;950475695;Rua dos Narcisos, 54, 2477-647 Leiria;'2017-06-11'
82072761493;937118179;Gonçalo Neves;942880797;Praça do Marquês, 100, 8342-055 Faro;'2003-04-15'
57309113977;097181270;Andreia Cruz;958689432;Praça da Alegria, 75, 2780-651 Oeiras;'1984-08-22'
10573732671;787942019;Inês Teles;944590974;Travessa da Felicidade, 20, 4979-948 Viana do Castelo;'1998-12-30'
56274223218;413908966;Bruno Maia;918288565;Praça da Liberdade, 53, 1878-119 Lisboa;'2004-11-22'
05752888882;947494307;Dinis Pereirinha;949390233;Praça dos Sonhos, 90, 4931-460 Viana do Castelo;'1993-10-17'
57559537436;834875943;Leonardo Oliveira;900406935;Rua dos Pinheiros, 41, 2977-015 Setúbal;'2017-02-19'
17573418372;960185857;José Gonçalves;930361238;Travessa do Mar, 94, 2912-667 Setúbal;'1961-01-23'
00246161444;208934539;Viviane Mendes;940378197;Praça da Paz, 48, 9003-600 Funchal;'1969-08-19'
59309790014;248152768;Dinis Neves;943617150;Avenida dos Descobrimentos, 53, 2650-697 Amadora;'1990-03-05'
46943278903;226827584;Fernando Monteiro;974062077;Rua dos Girassóis, 57, 2646-921 Cascais;'1990-11-12'
83030711204;694227606;Fernanda Pinheiro;952228550;Praça dos Sonhos, 78, 2780-892 Oeiras;'1959-08-03'
64679845811;583048291;Bianca Valente;947939518;Praça das Estrelas, 25, 4039-877 Porto;'1980-12-04'
